Time,Forecast_MW,CloudCover,Temp,WindSpeed,PrecipProb,Fact_MW
2026-04-28 10:00:00,6.259,50.8,10.8,12.6,9.7,9.703
2026-04-28 11:00:00,7.946,30.4,12.5,14.0,9.7,9.357
2026-04-28 12:00:00,8.721,100.0,13.6,15.5,9.7,1.889
2026-04-28 13:00:00,5.29,100.0,14.1,18.0,9.7,3.648
2026-04-28 14:00:00,5.78,91.6,14.3,18.4,9.7,6.808
2026-04-28 15:00:00,4.218,91.5,14.7,18.7,9.7,3.2
2026-04-28 16:00:00,5.392,100.0,14.8,19.8,41.9,1.795
2026-04-28 17:00:00,2.816,100.0,14.7,16.2,41.9,1.246
2026-04-28 18:00:00,2.063,100.0,14.6,16.2,41.9,0.535
2026-04-28 19:00:00,1.288,100.0,13.6,13.7,41.9,0.14
2026-04-28 20:00:00,0.0,99.2,12.4,14.4,41.9,0.25
2026-04-28 21:00:00,0.0,98.7,11.3,10.4,41.9,
2026-04-28 22:00:00,0.0,100.0,10.0,11.2,6.5,
2026-04-28 23:00:00,0.0,45.8,9.3,10.8,6.5,
2026-04-29 00:00:00,0.0,61.8,8.9,9.0,6.5,0.0
2026-04-29 01:00:00,0.0,73.4,8.4,6.5,6.5,
2026-04-29 02:00:00,0.0,56.4,7.9,5.0,6.5,
2026-04-29 03:00:00,0.0,39.4,7.0,4.0,6.5,
2026-04-29 04:00:00,0.0,78.8,6.6,5.0,0.0,
2026-04-29 05:00:00,0.0,71.9,6.5,5.0,0.0,0.058
2026-04-29 06:00:00,0.068,75.1,6.3,5.8,0.0,0.58
2026-04-29 07:00:00,1.14,62.6,6.8,5.8,0.0,1.743
2026-04-29 08:00:00,2.508,77.0,7.6,6.5,0.0,4.077
2026-04-29 09:00:00,4.081,61.5,9.1,6.5,0.0,5.548
2026-04-29 10:00:00,5.21,76.6,10.3,4.0,9.7,6.168
2026-04-29 11:00:00,6.965,84.2,11.4,2.9,9.7,9.78
2026-04-29 12:00:00,4.286,72.6,12.2,6.1,9.7,9.775
2026-04-29 13:00:00,8.254,79.1,12.8,10.4,9.7,7.7
2026-04-29 14:00:00,6.931,73.3,13.2,12.2,9.7,4.217
2026-04-29 15:00:00,5.654,59.5,13.7,11.5,9.7,4.48
2026-04-29 16:00:00,4.184,67.0,13.7,10.4,6.5,3.987
2026-04-29 17:00:00,3.922,65.3,13.6,9.4,6.5,2.736
2026-04-29 18:00:00,3.226,63.8,13.5,10.1,6.5,0.887
2026-04-29 19:00:00,1.459,59.8,13.4,11.9,6.5,0.074
2026-04-29 20:00:00,0.205,100.0,11.9,5.8,6.5,0.04
2026-04-29 21:00:00,0.0,100.0,11.2,11.9,6.5,
2026-04-29 22:00:00,0.0,99.0,10.4,13.3,19.4,
2026-04-29 23:00:00,0.0,100.0,9.8,12.2,19.4,
2026-04-30 00:00:00,0.0,100.0,9.1,10.8,19.4,0.0
2026-04-30 01:00:00,0.0,100.0,8.7,9.4,19.4,
2026-04-30 02:00:00,0.0,100.0,8.3,10.1,19.4,
2026-04-30 03:00:00,0.0,100.0,7.8,9.7,19.4,
2026-04-30 04:00:00,0.0,100.0,7.2,10.4,32.3,
2026-04-30 05:00:00,0.0,100.0,6.7,10.1,32.3,0.047
2026-04-30 06:00:00,0.08,76.0,6.1,8.3,32.3,0.535
2026-04-30 07:00:00,1.277,10.3,6.2,8.6,32.3,1.895
2026-04-30 08:00:00,3.34,0.0,7.2,10.1,32.3,4.832
2026-04-30 09:00:00,5.426,0.0,8.9,13.0,32.3,7.762
2026-04-30 10:00:00,7.33,0.0,10.2,13.0,29.0,10.018
2026-04-30 11:00:00,8.824,38.1,10.9,13.0,29.0,10.927
2026-04-30 12:00:00,9.804,41.4,11.5,13.0,29.0,9.153
2026-04-30 13:00:00,10.1,50.2,12.0,12.5,29.0,7.13
2026-04-30 14:00:00,7.079,98.9,12.4,12.0,29.0,6.164
2026-04-30 15:00:00,7.729,53.1,12.3,11.5,29.0,5.44
2026-04-30 16:00:00,6.737,92.3,12.3,12.5,16.1,6.038
2026-04-30 17:00:00,5.096,98.8,12.3,13.4,16.1,3.412
2026-04-30 18:00:00,3.716,45.6,11.9,14.4,16.1,0.794
2026-04-30 19:00:00,1.505,32.3,11.4,14.6,16.1,0.25
2026-04-30 20:00:00,0.308,30.8,10.6,14.9,16.1,0.42
2026-04-30 21:00:00,0.0,27.0,9.8,15.1,16.1,
2026-04-30 22:00:00,0.0,0.0,8.8,14.0,12.9,
2026-04-30 23:00:00,0.0,3.3,8.3,13.0,12.9,
2026-05-01 00:00:00,0.0,13.8,7.6,,,0.0
2026-05-01 01:00:00,0.0,36.0,7.2,,,
2026-05-01 02:00:00,0.0,16.3,6.5,,,
2026-05-01 03:00:00,0.0,29.9,6.6,,,
2026-05-01 04:00:00,0.0,30.3,6.2,,,
2026-05-01 05:00:00,0.0,25.2,5.8,,,0.074
2026-05-01 06:00:00,0.091,14.7,5.6,,,0.573
2026-05-01 07:00:00,1.334,0.0,5.9,,,1.915
2026-05-01 08:00:00,3.34,0.0,7.0,,,4.622
2026-05-01 09:00:00,5.392,0.0,8.7,,,7.094
2026-05-01 10:00:00,7.25,49.5,10.0,,,7.545
2026-05-01 11:00:00,8.721,92.9,10.4,,,3.403
2026-05-01 12:00:00,6.099,93.8,10.9,,,6.105
2026-05-01 13:00:00,6.088,100.0,11.2,,,5.525
2026-05-01 14:00:00,8.926,58.4,11.6,,,6.809
2026-05-01 15:00:00,6.213,96.1,11.4,,,7.608
2026-05-01 16:00:00,6.715,97.4,11.6,,,5.647
2026-05-01 17:00:00,5.552,75.2,11.4,,,1.964
2026-05-01 18:00:00,3.785,79.8,11.2,,,1.395
2026-05-01 19:00:00,2.006,75.6,10.9,,,0.202
2026-05-01 20:00:00,0.342,77.0,10.4,,,0.54
2026-05-01 21:00:00,0.0,81.2,9.9,,,
2026-05-01 22:00:00,0.0,70.5,9.2,,,
2026-05-01 23:00:00,0.0,29.0,8.6,,,
2026-05-02 00:00:00,0.0,43.6,8.0,,,0.0
2026-05-02 01:00:00,0.0,59.9,7.4,,,
2026-05-02 02:00:00,0.0,26.9,7.1,,,
2026-05-02 03:00:00,0.0,15.5,6.5,,,
2026-05-02 04:00:00,0.0,18.0,6.0,,,
2026-05-02 05:00:00,0.0,4.3,5.6,,,0.058
2026-05-02 06:00:00,0.091,0.8,5.2,,,0.321
2026-05-02 07:00:00,1.357,9.0,5.4,,,1.197
2026-05-02 08:00:00,3.374,0.0,6.6,,,4.001
2026-05-02 09:00:00,5.426,31.3,8.7,,,7.67
2026-05-02 10:00:00,7.262,28.9,9.9,,,9.57
2026-05-02 11:00:00,7.718,23.7,11.2,,,7.724
2026-05-02 12:00:00,6.897,15.9,12.1,,,6.138
2026-05-02 13:00:00,6.555,87.2,12.7,,,5.693
2026-05-02 14:00:00,7.353,46.9,13.0,,,7.503
2026-05-02 15:00:00,6.487,69.6,12.5,,,5.889
2026-05-02 16:00:00,6.851,66.5,12.7,,,3.072
2026-05-02 17:00:00,5.141,59.2,12.7,,,2.787
2026-05-02 18:00:00,3.34,63.0,12.7,,,0.826
2026-05-02 19:00:00,1.847,53.6,12.4,,,0.219
2026-05-02 20:00:00,0.342,47.9,11.9,,,0.4
2026-05-02 21:00:00,0.0,33.5,11.4,,,0.0
2026-05-02 22:00:00,0.0,33.7,10.7,,,0.0
2026-05-02 23:00:00,0.0,50.3,10.0,,,0.0
2026-05-03 00:00:00,0.0,42.2,9.3,,,0.0
2026-05-03 01:00:00,0.0,20.5,8.9,,,0.0
2026-05-03 02:00:00,0.0,0.0,8.4,,,0.0
2026-05-03 03:00:00,0.0,3.3,7.2,,,0.0
2026-05-03 04:00:00,0.0,7.2,6.8,,,0.0
2026-05-03 05:00:00,0.0,0.0,6.3,,,0.09
2026-05-03 06:00:00,0.114,0.0,6.2,,,0.577
2026-05-03 07:00:00,1.459,0.0,6.6,,,1.943
2026-05-03 08:00:00,3.5,0.0,8.0,,,4.755
2026-05-03 09:00:00,5.575,0.0,10.3,,,7.629
2026-05-03 10:00:00,7.433,0.0,11.5,,,9.743
2026-05-03 11:00:00,8.903,4.7,12.7,,,11.137
2026-05-03 12:00:00,9.872,11.0,13.6,,,11.975
2026-05-03 13:00:00,10.26,18.6,14.1,,,11.787
2026-05-03 14:00:00,10.032,14.8,14.6,,,11.01
2026-05-03 15:00:00,9.223,22.1,14.8,,,9.378
2026-05-03 16:00:00,7.889,45.3,15.0,,,7.056
2026-05-03 17:00:00,6.145,38.2,15.0,,,4.165
2026-05-03 18:00:00,4.138,47.1,15.0,,,1.414
2026-05-03 19:00:00,2.086,41.3,14.8,,,0.211
2026-05-03 20:00:00,0.388,12.4,14.2,,,1.52
2026-05-03 21:00:00,0.0,0.0,13.7,,,0.0
2026-05-03 22:00:00,0.0,1.0,12.8,,,0.0
2026-05-03 23:00:00,0.0,0.0,11.8,,,0.0
2026-05-04 00:00:00,0.0,100.0,11.0,,,
2026-05-04 01:00:00,0.0,26.7,10.5,,,
2026-05-04 02:00:00,0.0,0.0,10.0,,,
2026-05-04 03:00:00,0.0,93.8,9.5,,,
2026-05-04 04:00:00,0.0,100.0,9.3,,,
2026-05-04 05:00:00,0.0,42.2,8.9,,,
2026-05-04 06:00:00,0.125,20.2,8.8,,,
2026-05-04 07:00:00,1.254,15.7,9.3,,,
2026-05-04 08:00:00,3.363,90.4,10.6,,,
2026-05-04 09:00:00,5.438,61.6,12.4,,,
2026-05-04 10:00:00,7.296,38.5,13.9,,,
2026-05-04 11:00:00,8.915,50.1,15.0,,,
2026-05-04 12:00:00,9.975,16.0,16.0,,,
2026-05-04 13:00:00,10.328,10.4,16.9,,,
2026-05-04 14:00:00,10.123,3.9,17.6,,,
2026-05-04 15:00:00,9.302,21.0,18.1,,,
2026-05-04 16:00:00,7.946,69.5,18.5,,,
2026-05-04 17:00:00,6.202,39.2,18.5,,,
2026-05-04 18:00:00,4.184,62.1,18.4,,,
2026-05-04 19:00:00,1.984,74.5,17.8,,,
2026-05-04 20:00:00,0.376,69.8,16.7,,,
2026-05-04 21:00:00,0.0,42.8,15.5,,,
2026-05-04 22:00:00,0.0,0.4,14.6,,,
2026-05-04 23:00:00,0.0,0.0,13.8,,,
2026-05-05 00:00:00,0.0,0.0,12.9,,,
2026-05-05 01:00:00,0.0,8.3,12.4,,,
2026-05-05 02:00:00,0.0,1.0,12.3,,,
2026-05-05 03:00:00,0.0,0.2,12.0,,,
2026-05-05 04:00:00,0.0,7.5,11.0,,,
2026-05-05 05:00:00,0.0,4.1,10.4,,,
2026-05-05 06:00:00,0.148,0.0,10.2,,,
2026-05-05 07:00:00,1.505,0.0,10.3,,,
2026-05-05 08:00:00,3.511,0.0,11.6,,,
2026-05-05 09:00:00,5.552,0.0,13.5,,,
2026-05-05 10:00:00,7.376,0.0,14.9,,,
2026-05-05 11:00:00,8.824,0.0,16.2,,,
2026-05-05 12:00:00,9.781,0.0,17.5,,,
2026-05-05 13:00:00,10.18,0.0,18.4,,,
2026-05-05 14:00:00,9.964,0.0,18.9,,,
2026-05-05 15:00:00,9.154,1.3,19.4,,,
2026-05-05 16:00:00,7.798,0.0,19.8,,,
2026-05-05 17:00:00,5.654,0.0,19.9,,,
2026-05-05 18:00:00,3.466,0.0,19.7,,,
2026-05-05 19:00:00,1.653,0.0,19.1,,,
2026-05-05 20:00:00,0.342,0.0,18.1,,,
2026-05-05 21:00:00,0.0,0.0,17.2,,,
2026-05-05 22:00:00,0.0,0.0,15.1,,,
2026-05-05 23:00:00,0.0,0.0,14.6,,,
2026-05-06 00:00:00,0.0,0.0,14.2,,,
2026-05-06 01:00:00,0.0,5.4,13.9,,,
2026-05-06 02:00:00,0.0,46.8,13.5,,,
2026-05-06 03:00:00,0.0,84.2,12.7,,,
2026-05-06 04:00:00,0.0,61.0,12.1,,,
2026-05-06 05:00:00,0.0,61.7,12.1,,,
2026-05-06 06:00:00,0.068,23.3,12.2,,,
2026-05-06 07:00:00,0.684,0.8,12.5,,,
2026-05-06 08:00:00,2.44,7.0,13.4,,,
2026-05-06 09:00:00,5.347,33.7,14.7,,,
2026-05-06 10:00:00,7.285,80.7,16.1,,,
2026-05-06 11:00:00,8.721,95.0,17.4,,,
2026-05-06 12:00:00,9.473,79.0,18.9,,,
2026-05-06 13:00:00,9.268,100.0,20.4,,,
2026-05-06 14:00:00,6.065,96.5,21.2,,,
2026-05-06 15:00:00,2.77,58.5,21.5,,,
2026-05-06 16:00:00,5.335,28.0,21.5,,,
2026-05-06 17:00:00,4.241,26.7,21.5,,,
2026-05-06 18:00:00,2.485,45.7,21.5,,,
2026-05-06 19:00:00,1.436,10.1,20.9,,,
2026-05-06 20:00:00,0.422,11.6,19.7,,,
2026-05-06 21:00:00,0.0,2.6,19.2,,,
2026-05-06 22:00:00,0.0,6.3,17.6,,,
2026-05-06 23:00:00,0.0,1.4,16.8,,,
2026-05-07 00:00:00,0.0,6.9,16.2,,,
2026-05-07 01:00:00,0.0,14.7,15.4,,,
2026-05-07 02:00:00,0.0,38.1,14.6,,,
2026-05-07 03:00:00,0.0,38.2,13.9,,,
2026-05-07 04:00:00,0.0,37.1,13.6,,,
2026-05-07 05:00:00,0.0,28.1,13.5,,,
2026-05-07 06:00:00,0.125,14.6,13.9,,,
2026-05-07 07:00:00,0.513,2.4,14.4,,,
2026-05-07 08:00:00,0.798,11.7,14.9,,,
2026-05-07 09:00:00,1.767,14.0,15.7,,,
2026-05-07 10:00:00,6.008,10.6,17.0,,,
2026-05-07 11:00:00,8.698,7.2,18.3,,,
2026-05-07 12:00:00,9.633,3.8,19.6,,,
2026-05-07 13:00:00,10.009,8.4,20.5,,,
2026-05-07 14:00:00,9.804,13.0,21.4,,,
2026-05-07 15:00:00,9.029,17.6,22.4,,,
2026-05-07 16:00:00,7.741,18.3,22.2,,,
2026-05-07 17:00:00,6.008,18.9,22.1,,,
2026-05-07 18:00:00,4.024,19.6,22.0,,,
2026-05-07 19:00:00,2.098,13.1,21.2,,,
2026-05-07 20:00:00,0.456,6.5,20.5,,,
2026-05-07 21:00:00,0.0,0.0,19.8,,,
2026-05-07 22:00:00,0.0,0.0,18.7,,,
2026-05-07 23:00:00,0.0,0.0,17.6,,,
